onset	duration	sample	value
0.025016	n/a	25.016	63
2.045016	n/a	2045.016	17
3.082016	n/a	3082.016	23
8.040016	n/a	8040.016	49
14.157016	n/a	14157.016	5
14.657016	n/a	14657.016	48
17.557016	n/a	17557.016	7
19.563016	n/a	19563.016	15
20.574016	n/a	20574.016	21
25.574016	n/a	25574.016	49
30.091016	n/a	30091.016	6
30.591016	n/a	30591.016	48
33.225016	n/a	33225.016	4
35.227016	n/a	35227.016	17
36.240016	n/a	36240.016	23
41.242016	n/a	41242.016	49
44.093016	n/a	44093.016	4
44.592016	n/a	44592.016	48
47.360016	n/a	47360.016	6
49.360016	n/a	49360.016	16
50.373016	n/a	50373.016	22
55.376016	n/a	55376.016	49
57.643016	n/a	57643.016	8
58.143016	n/a	58143.016	48
60.710016	n/a	60710.016	2
62.710016	n/a	62710.016	16
63.724016	n/a	63724.016	22
68.726016	n/a	68726.016	49
71.644016	n/a	71644.016	5
72.144016	n/a	72144.016	48
74.261016	n/a	74261.016	5
76.261016	n/a	76261.016	14
77.276016	n/a	77276.016	20
82.278016	n/a	82278.016	49
85.978016	n/a	85978.016	1
86.478016	n/a	86478.016	48
89.745016	n/a	89745.016	5
91.745016	n/a	91745.016	14
92.758016	n/a	92758.016	20
97.762016	n/a	97762.016	49
102.912016	n/a	102912.016	2
103.413016	n/a	103413.016	48
106.412016	n/a	106412.016	5
108.413016	n/a	108413.016	13
109.429016	n/a	109429.016	19
114.430016	n/a	114430.016	49
116.381016	n/a	116381.016	7
116.880016	n/a	116880.016	48
119.997016	n/a	119997.016	2
122.001016	n/a	122001.016	15
123.011016	n/a	123011.016	21
128.014016	n/a	128014.016	49
131.914016	n/a	131914.016	4
132.414016	n/a	132414.016	48
134.781016	n/a	134781.016	6
136.781016	n/a	136781.016	15
137.795016	n/a	137795.016	21
142.797016	n/a	142797.016	49
145.215016	n/a	145215.016	6
145.714016	n/a	145714.016	48
148.399016	n/a	148399.016	6
150.399016	n/a	150399.016	12
151.414016	n/a	151414.016	18
156.416016	n/a	156416.016	49
159.016016	n/a	159016.016	7
159.517016	n/a	159517.016	48
162.683016	n/a	162683.016	6
164.684016	n/a	164684.016	14
165.698016	n/a	165698.016	20
170.699016	n/a	170699.016	49
174.333016	n/a	174333.016	3
174.833016	n/a	174833.016	48
