onset	duration	sample	value
0.024016	n/a	24.016	63
2.047016	n/a	2047.016	15
3.080016	n/a	3080.016	21
8.039016	n/a	8039.016	49
12.857016	n/a	12857.016	5
13.357016	n/a	13357.016	48
14.907016	n/a	14907.016	5
16.907016	n/a	16907.016	12
17.923016	n/a	17923.016	18
22.924016	n/a	22924.016	49
26.224016	n/a	26224.016	5
26.724016	n/a	26724.016	48
27.991016	n/a	27991.016	6
29.991016	n/a	29991.016	12
31.005016	n/a	31005.016	18
36.007016	n/a	36007.016	49
39.608016	n/a	39608.016	6
40.108016	n/a	40108.016	48
42.158016	n/a	42158.016	6
44.163016	n/a	44163.016	16
45.171016	n/a	45171.016	22
50.176016	n/a	50176.016	49
52.742016	n/a	52742.016	5
53.243016	n/a	53243.016	48
54.809016	n/a	54809.016	6
56.812016	n/a	56812.016	12
57.824016	n/a	57824.016	18
62.826016	n/a	62826.016	49
64.459016	n/a	64459.016	7
64.960016	n/a	64960.016	48
69.610016	n/a	69610.016	3
71.611016	n/a	71611.016	13
72.623016	n/a	72623.016	19
77.626016	n/a	77626.016	49
79.526016	n/a	79526.016	3
80.027016	n/a	80027.016	48
82.527016	n/a	82527.016	4
84.529016	n/a	84529.016	17
85.543016	n/a	85543.016	23
90.545016	n/a	90545.016	49
92.645016	n/a	92645.016	4
93.145016	n/a	93145.016	48
95.511016	n/a	95511.016	5
97.512016	n/a	97512.016	17
98.528016	n/a	98528.016	23
103.528016	n/a	103528.016	49
108.462016	n/a	108462.016	2
108.962016	n/a	108962.016	48
112.495016	n/a	112495.016	7
114.498016	n/a	114498.016	12
115.509016	n/a	115509.016	18
120.512016	n/a	120512.016	49
123.198016	n/a	123198.016	3
123.697016	n/a	123697.016	48
128.680016	n/a	128680.016	5
130.682016	n/a	130682.016	14
131.694016	n/a	131694.016	20
136.696016	n/a	136696.016	49
139.398016	n/a	139398.016	2
139.898016	n/a	139898.016	48
142.381016	n/a	142381.016	6
144.381016	n/a	144381.016	16
145.394016	n/a	145394.016	22
150.397016	n/a	150397.016	49
154.615016	n/a	154615.016	7
155.114016	n/a	155114.016	48
162.282016	n/a	162282.016	3
164.283016	n/a	164283.016	17
165.296016	n/a	165296.016	23
170.299016	n/a	170299.016	49
174.483016	n/a	174483.016	2
174.983016	n/a	174983.016	48
178.533016	n/a	178533.016	7
180.533016	n/a	180533.016	16
181.547016	n/a	181547.016	22
186.549016	n/a	186549.016	49
188.568016	n/a	188568.016	7
189.067016	n/a	189067.016	48
193.034016	n/a	193034.016	1
195.034016	n/a	195034.016	17
196.056016	n/a	196056.016	23
201.051016	n/a	201051.016	49
203.518016	n/a	203518.016	5
204.018016	n/a	204018.016	48
205.886016	n/a	205886.016	5
207.885016	n/a	207885.016	13
208.898016	n/a	208898.016	19
213.901016	n/a	213901.016	49
220.885016	n/a	220885.016	6
221.385016	n/a	221385.016	48
225.769016	n/a	225769.016	3
227.771016	n/a	227771.016	15
228.784016	n/a	228784.016	21
233.785016	n/a	233785.016	49
236.986016	n/a	236986.016	8
237.487016	n/a	237487.016	48
239.940016	n/a	239940.016	1
241.937016	n/a	241937.016	15
242.955016	n/a	242955.016	21
247.957016	n/a	247957.016	49
253.204016	n/a	253204.016	8
253.704016	n/a	253704.016	48
256.204016	n/a	256204.016	1
258.204016	n/a	258204.016	15
259.217016	n/a	259217.016	21
264.220016	n/a	264220.016	49
270.371016	n/a	270371.016	5
270.871016	n/a	270871.016	48
272.421016	n/a	272421.016	5
274.423016	n/a	274423.016	16
275.435016	n/a	275435.016	22
280.438016	n/a	280438.016	49
284.672016	n/a	284672.016	5
285.173016	n/a	285173.016	48
288.589016	n/a	288589.016	7
290.590016	n/a	290590.016	13
291.603016	n/a	291603.016	19
296.608016	n/a	296608.016	49
300.439016	n/a	300439.016	7
300.940016	n/a	300940.016	48
304.390016	n/a	304390.016	3
306.390016	n/a	306390.016	14
307.403016	n/a	307403.016	20
312.407016	n/a	312407.016	49
316.175016	n/a	316175.016	4
316.675016	n/a	316675.016	48
319.908016	n/a	319908.016	5
321.908016	n/a	321908.016	16
322.920016	n/a	322920.016	22
327.925016	n/a	327925.016	49
331.558016	n/a	331558.016	7
332.058016	n/a	332058.016	48
333.825016	n/a	333825.016	3
